run_name,reward_mode,training_seed,evaluation_seed,topology_seed,goal_reached,terminal_reason,length,native_return,policy_return,hosts_compromised,discovered_hosts,mean_cvss_exploited,max_cvss_exploited,high_value_target_hit,distinct_actions,repeated_actions,tactics,techniques
experiment_01-shaped-s51-t42,shaped,51,1001,42,True,goal,150,-130.0,-216.18868750000001,7,40,8.657142857142857,9.8,True,15,9,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s51-t42,shaped,51,1002,42,True,goal,298,-446.0,-1154.3569999999997,5,48,7.88,9.8,True,15,19,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s51-t42,shaped,51,1003,42,True,goal,153,-151.0,-212.07187500000003,7,32,8.414285714285715,9.8,True,15,11,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s51-t42,shaped,51,1004,42,True,goal,160,-131.0,-472.9032499999999,6,24,8.566666666666666,9.8,True,15,10,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s51-t42,shaped,51,1005,42,True,goal,192,-211.0,-370.21818750000006,7,88,8.742857142857142,9.8,True,15,25,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s51-t42,shaped,51,1006,42,True,goal,181,-204.0,-215.91231250000004,7,96,8.085714285714285,9.8,True,15,14,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s51-t42,shaped,51,1007,42,True,goal,84,14.0,16.182062499999986,6,32,8.466666666666667,9.8,True,15,7,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s51-t42,shaped,51,1008,42,True,goal,154,-106.0,-213.74787500000002,5,80,7.9799999999999995,8.1,False,15,15,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s51-t42,shaped,51,1009,42,True,goal,139,-91.0,-253.24518750000004,7,64,6.5,8.1,False,15,14,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s51-t42,shaped,51,1010,42,True,goal,281,-422.0,-881.1662499999998,7,72,8.328571428571427,9.8,True,15,22,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
