run_name,reward_mode,training_seed,evaluation_seed,topology_seed,goal_reached,terminal_reason,length,native_return,policy_return,hosts_compromised,discovered_hosts,mean_cvss_exploited,max_cvss_exploited,high_value_target_hit,distinct_actions,repeated_actions,tactics,techniques
experiment_01-shaped-s44-t42,shaped,44,1001,42,True,goal,221,-278.0,-680.0760624999998,6,64,8.200000000000001,9.8,True,15,20,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s44-t42,shaped,44,1002,42,True,goal,90,13.0,-124.92337500000001,6,16,7.716666666666666,9.8,True,15,9,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s44-t42,shaped,44,1003,42,True,goal,198,-247.0,-356.89637500000003,6,56,8.85,9.8,True,15,15,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s44-t42,shaped,44,1004,42,True,goal,128,-64.0,-214.8808125,6,72,7.733333333333333,9.8,True,15,8,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s44-t42,shaped,44,1005,42,True,goal,115,-49.0,-194.24518750000004,6,16,7.083333333333333,9.8,True,15,9,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s44-t42,shaped,44,1006,42,True,goal,140,-112.0,-245.5750625,5,80,7.859999999999999,8.1,False,15,12,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s44-t42,shaped,44,1007,42,True,goal,84,15.0,36.61150000000001,6,48,8.466666666666667,9.8,True,15,8,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s44-t42,shaped,44,1008,42,True,goal,280,-406.0,-842.9233749999999,6,88,7.433333333333333,8.1,False,15,30,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s44-t42,shaped,44,1009,42,True,goal,251,-312.0,-339.55725,7,160,8.500000000000002,9.8,True,15,19,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s44-t42,shaped,44,1010,42,True,goal,173,-176.0,-283.51456250000007,7,72,8.085714285714287,9.8,True,15,13,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
