run_name,reward_mode,training_seed,evaluation_seed,topology_seed,goal_reached,terminal_reason,length,native_return,policy_return,hosts_compromised,discovered_hosts,mean_cvss_exploited,max_cvss_exploited,high_value_target_hit,distinct_actions,repeated_actions,tactics,techniques
experiment_01-sparse-s49-t42,sparse,49,1001,42,True,goal,146,-123.0,3.0,5,56,8.66,9.8,True,15,19,[],[]
experiment_01-sparse-s49-t42,sparse,49,1002,42,True,goal,125,-82.0,3.0,6,72,8.083333333333334,9.8,True,15,14,[],[]
experiment_01-sparse-s49-t42,sparse,49,1003,42,True,goal,179,-230.0,2.0,7,56,7.3,8.1,False,15,28,[],[]
experiment_01-sparse-s49-t42,sparse,49,1004,42,True,goal,128,-84.0,2.0,4,64,7.825,9.8,True,15,10,[],[]
experiment_01-sparse-s49-t42,sparse,49,1005,42,True,goal,192,-231.0,2.0,6,152,8.666666666666666,9.8,True,15,20,[],[]
experiment_01-sparse-s49-t42,sparse,49,1006,42,True,goal,103,-40.0,3.0,6,56,8.083333333333334,9.8,True,15,8,[],[]
experiment_01-sparse-s49-t42,sparse,49,1007,42,True,goal,81,1.0,3.0,5,24,8.66,9.8,True,14,14,[],[]
experiment_01-sparse-s49-t42,sparse,49,1008,42,True,goal,129,-78.0,2.0,7,104,7.928571428571429,8.1,False,15,14,[],[]
experiment_01-sparse-s49-t42,sparse,49,1009,42,True,goal,131,-94.0,2.0,6,80,8.1,9.8,True,15,16,[],[]
experiment_01-sparse-s49-t42,sparse,49,1010,42,True,goal,173,-195.0,3.0,6,88,8.183333333333332,9.8,True,15,21,[],[]
