run_name,reward_mode,training_seed,evaluation_seed,topology_seed,goal_reached,terminal_reason,length,native_return,policy_return,hosts_compromised,discovered_hosts,mean_cvss_exploited,max_cvss_exploited,high_value_target_hit,distinct_actions,repeated_actions,tactics,techniques
experiment_01-shaped-s46-t42,shaped,46,1001,42,True,goal,221,-288.0,-544.0986875000001,7,96,8.414285714285715,9.8,True,15,15,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s46-t42,shaped,46,1002,42,True,goal,386,-648.0,-1501.7056249999998,6,40,7.45,8.1,False,15,22,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s46-t42,shaped,46,1003,42,True,goal,378,-672.0,-1575.7213749999999,6,16,6.800000000000001,8.1,False,15,29,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s46-t42,shaped,46,1004,42,True,goal,299,-455.0,-963.8808124999998,5,40,7.88,9.8,True,15,18,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s46-t42,shaped,46,1005,42,True,goal,120,-76.0,-267.79562500000003,6,24,7.550000000000001,9.8,True,15,10,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s46-t42,shaped,46,1006,42,True,goal,103,-24.0,-164.45825000000002,4,56,7.25,8.1,False,15,9,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s46-t42,shaped,46,1007,42,True,goal,280,-435.0,-969.1773125,5,16,7.88,9.8,True,15,17,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s46-t42,shaped,46,1008,42,True,goal,307,-491.0,-1198.1773124999997,5,40,8.32,9.8,True,15,30,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s46-t42,shaped,46,1009,42,True,goal,693,-1327.0,-3061.1030625000003,5,32,7.419999999999999,8.1,False,15,60,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
experiment_01-shaped-s46-t42,shaped,46,1010,42,True,goal,315,-530.0,-1274.0829374999996,5,40,8.78,9.8,True,15,22,"[""exploit"", ""privesc"", ""recon""]","[""T1018"", ""T1046"", ""T1057"", ""T1068"", ""T1082"", ""T1210""]"
